"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","7","7","1","0.000000","0","7"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","5","5","1","0.000000","0","5"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","5","5","1","0.000000","0","5"
"/InterchangeAssets/gltf/M_Default.M_Default","0","250","268","6","1113.562988","0","268"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","5","5","1","1.443989","0","5"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","5","5","1","1.414522","0","5"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","17","17","1","3.292599","0","17"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","5","6","1","1.651927","0","6"
"/Game/FirstPersonArms/Character/Materials/M_Mannequin.M_Mannequin","0","52","56","2","283.069916","0","56"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","2","2","1","1.423457","0","2"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","5","6","1","0.000000","0","6"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","25","27","1","63.648479","0","27"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","0","15","16","1","40.028202","0","16"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","0","24","24","1","126.755486","0","24"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","54","58","1","136.743896","0","58"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","63","63","1","326.442078","0","63"
"/CameraCalibrationCore/Materials/M_DefaultOddSquare.M_DefaultOddSquare","0","4","4","1","4.371403","0","4"
"/CameraCalibrationCore/Materials/M_DefaultEvenSquare.M_DefaultEvenSquare","0","4","4","1","3.144148","0","4"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","2","2","1","0.000000","0","2"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","0","242","252","6","1245.628296","0","252"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","10","12","1","5.454665","0","12"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","17","17","1","0.000000","0","17"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","60","63","1","170.295654","0","63"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","60","63","1","0.000000","0","63"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","92","98","1","187.409531","0","98"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","24","24","1","137.271759","0","24"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.SculptMaterial","0","15","16","1","41.678730","0","16"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","12","12","1","64.377396","0","12"
"/Game/FPWeapon/Materials/BaseMaterial.BaseMaterial","0","33","33","1","178.410889","0","33"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","242","252","6","1005.013062","0","252"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","0","84","84","2","660.200928","0","84"
"/ControlRig/M_Manip.M_Manip","0","10","11","1","1.266315","0","11"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","27","29","1","69.939041","0","29"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","40","46","2","8.169406","0","46"
"/Engine/EditorLandscapeResources/LayerVisMaterial.LayerVisMaterial","0","2","2","1","2.590253","0","2"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","0","52","56","1","110.019112","0","56"
"/Engine/EditorLandscapeResources/LandscapeLayerUsageMaterial.LandscapeLayerUsageMaterial","0","2","2","1","2.881584","0","2"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","5","5","1","2.317461","0","5"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","92","98","1","146.093491","0","98"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","93","93","1","0.000000","0","93"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","7","7","1","0.000000","0","7"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","2","2","1","2.027237","0","2"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","54","54","1","266.693726","0","54"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","33","33","1","0.000000","0","33"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","33","33","1","161.959412","0","33"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","123","0","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","24","0","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","698","721","1","0.000000","0","721"
"Globals","49","7136","0","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","80","84","1","98.208946","0","84"
"/Game/FirstPersonArms/Character/Materials/M_Mannequin.M_Mannequin","49","52","56","2","160.697754","0","56"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","49","54","6","5.983972","0","59"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","54","58","1","82.899353","0","58"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","49","242","252","6","583.124512","0","252"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","49","250","268","6","550.198303","0","268"
"/InterchangeAssets/gltf/M_Default.M_Default","49","250","268","6","538.434387","0","268"
"","49","512","0","1","0.000000","513","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","27","29","1","44.015705","0","29"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","698","721","1","870.407349","0","721"
"/Engine/EditorLandscapeResources/MaskBrushMaterial.MaskBrushMaterial","49","5","5","1","0.000000","0","5"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","2","2","1","1.931053","0","2"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","40","46","2","6.114809","0","46"
"/ControlRig/M_Manip.M_Manip","49","10","11","1","1.248474","0","11"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","10","11","1","0.000000","0","11"
"/Engine/EditorLandscapeResources/LayerVisMaterial.LayerVisMaterial","49","2","2","1","1.800310","0","2"
"/Engine/EditorLandscapeResources/SelectBrushMaterial.SelectBrushMaterial","49","10","10","2","0.000000","0","10"
"/Engine/EditorLandscapeResources/ColorMaskBrushMaterial.ColorMaskBrushMaterial","49","5","5","1","0.000000","0","5"
"/Engine/EditorLandscapeResources/LandscapeDirtyMaterial.LandscapeDirtyMaterial","49","5","5","1","0.000000","0","5"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","14","14","1","0.000000","0","14"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","24","24","1","67.204277","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","54","54","1","149.186310","0","54"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","33","33","1","0.000000","0","33"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","33","33","1","83.504234","0","33"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","123","123","1","157.745193","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","93","93","1","83.820175","0","93"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","7","7","1","3.148028","0","7"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","5","5","1","1.580285","0","5"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","49","92","98","1","110.387733","0","98"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","49","84","84","2","282.374634","0","84"
"/Engine/EditorLandscapeResources/LandscapeLayerUsageMaterial.LandscapeLayerUsageMaterial","49","2","2","1","1.513986","0","2"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","49","52","56","1","101.958527","0","56"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","14","14","1","0.000000","0","14"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","5","5","1","1.717288","0","5"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","5","5","1","0.992883","0","5"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","17","17","1","2.053247","0","17"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","5","6","1","1.936835","0","6"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","49","98","108","6","12.888884","0","108"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","242","252","6","601.502319","0","252"
"/Game/FPWeapon/Materials/BaseMaterial.BaseMaterial","49","33","33","1","107.025391","0","33"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","17","17","1","2.483403","0","17"
"/Engine/VREditor/TransformGizmo/Main.Main","49","5","5","1","0.000000","0","5"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","12","12","1","38.961651","0","12"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","24","24","1","81.760849","0","24"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","10","12","1","4.336622","0","12"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","49","60","63","1","119.234589","0","63"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","49","92","98","1","118.602905","0","98"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","49","60","63","1","0.000000","0","63"
"/CameraCalibrationCore/Materials/M_DefaultOddSquare.M_DefaultOddSquare","49","4","4","1","3.028020","0","4"
"/CameraCalibrationCore/Materials/M_DefaultEvenSquare.M_DefaultEvenSquare","49","4","4","1","2.399924","0","4"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","5","5","1","0.000000","0","5"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","5","5","1","0.000000","0","5"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","10","11","1","0.000000","0","11"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","63","63","1","197.883194","0","63"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","49","24","24","1","79.577721","0","24"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","49","15","16","1","41.561001","0","16"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.SculptMaterial","49","15","16","1","41.217903","0","16"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","25","27","1","41.065071","0","27"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","2","2","1","0.000000","0","2"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","7","7","1","0.000000","0","7"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","5","6","1","1.196746","0","6"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","5","5","1","0.000000","0","5"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","5","5","1","0.000000","0","5"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","2","2","1","1.365865","0","2"
